name, screen_number, X, Y, surface_level_m_above_datum, screen_top_m_above_datum, screen_bottom_m_above_datum,begin_date,end_date
B39D2737-01_exported,   -0.06,    0.00,  200.00,    5.14,    5.09,   -0.06,1-1-1998,7-9-2023

Date(dd-mm-yyyy HH:MM:SS),head(m above datum)
26-7-1999  08:00:00,  3.8314
27-7-1999  08:00:00,  3.7890
28-7-1999  08:00:00,  3.7519
29-7-1999  08:00:00,  3.7090
30-7-1999  08:00:00,  3.6723
31-7-1999  08:00:00,  3.6450
1-8-1999  08:00:00,  3.6297
2-8-1999  08:00:00,  3.6143
3-8-1999  08:00:00,  3.6023
4-8-1999  08:00:00,  3.5845
5-8-1999  08:00:00,  3.5698
6-8-1999  08:00:00,  3.5679
7-8-1999  08:00:00,  3.5691
8-8-1999  08:00:00,  3.5697
9-8-1999  08:00:00,  3.5703
10-8-1999  08:00:00,  3.5742
11-8-1999  08:00:00,  3.5893
12-8-1999  08:00:00,  3.5956
13-8-1999  08:00:00,  3.5817
14-8-1999  08:00:00,  3.5803
15-8-1999  08:00:00,  3.6083
16-8-1999  08:00:00,  3.6598
17-8-1999  08:00:00,  3.6818
18-8-1999  08:00:00,  3.7011
19-8-1999  08:00:00,  3.7019
20-8-1999  08:00:00,  3.6957
21-8-1999  08:00:00,  3.6859
22-8-1999  08:00:00,  3.6938
23-8-1999  08:00:00,  3.6651
24-8-1999  08:00:00,  3.6474
25-8-1999  08:00:00,  3.6626
26-8-1999  08:00:00,  3.6646
27-8-1999  08:00:00,  3.6433
28-8-1999  08:00:00,  3.6250
29-8-1999  08:00:00,  3.6156
30-8-1999  08:00:00,  3.5973
31-8-1999  08:00:00,  3.5965
1-9-1999  08:00:00,  3.5941
2-9-1999  08:00:00,  3.5859
3-9-1999  08:00:00,  3.5697
4-9-1999  08:00:00,  3.5508
5-9-1999  08:00:00,  3.5385
6-9-1999  08:00:00,  3.5182
7-9-1999  08:00:00,  3.5114
8-9-1999  08:00:00,  3.4892
9-9-1999  08:00:00,  3.4728
10-9-1999  08:00:00,  3.4657
11-9-1999  08:00:00,  3.4492
12-9-1999  08:00:00,  3.4236
13-9-1999  08:00:00,  3.3964
14-9-1999  08:00:00,  3.3657
15-9-1999  08:00:00,  3.3357
16-9-1999  08:00:00,  3.3248
17-9-1999  08:00:00,  3.3114
18-9-1999  08:00:00,  3.2827
19-9-1999  08:00:00,  3.2903
20-9-1999  08:00:00,  3.2742
21-9-1999  08:00:00,  3.2581
22-9-1999  08:00:00,  3.2540
23-9-1999  08:00:00,  3.2504
24-9-1999  08:00:00,  3.2619
25-9-1999  08:00:00,  3.2880
26-9-1999  08:00:00,  3.3207
27-9-1999  08:00:00,  3.3506
28-9-1999  08:00:00,  3.3804
29-9-1999  08:00:00,  3.4313
30-9-1999  08:00:00,  3.4885
1-10-1999  08:00:00,  3.5479
2-10-1999  08:00:00,  3.6109
3-10-1999  08:00:00,  3.6297
4-10-1999  08:00:00,  3.6988
5-10-1999  08:00:00,  3.7310
6-10-1999  08:00:00,  3.7235
7-10-1999  08:00:00,  3.6981
8-10-1999  08:00:00,  3.7041
9-10-1999  08:00:00,  3.7124
10-10-1999  08:00:00,  3.7357
11-10-1999  08:00:00,  3.7198
12-10-1999  08:00:00,  3.6769
13-10-1999  08:00:00,  3.6368
14-10-1999  08:00:00,  3.6057
15-10-1999  08:00:00,  3.5783
16-10-1999  08:00:00,  3.5566
17-10-1999  08:00:00,  3.5318
18-10-1999  08:00:00,  3.5100
19-10-1999  08:00:00,  3.4910
20-10-1999  08:00:00,  3.4722
21-10-1999  08:00:00,  3.4594
22-10-1999  08:00:00,  3.4372
23-10-1999  08:00:00,  3.4221
24-10-1999  08:00:00,  3.4106
25-10-1999  08:00:00,  3.4009
26-10-1999  08:00:00,  3.4004
27-10-1999  08:00:00,  3.4198
28-10-1999  08:00:00,  3.4441
29-10-1999  08:00:00,  3.4598
30-10-1999  08:00:00,  3.5227
31-10-1999  08:00:00,  3.5122
1-11-1999  08:00:00,  3.4983
2-11-1999  08:00:00,  3.4857
3-11-1999  08:00:00,  3.4969
4-11-1999  08:00:00,  3.4883
5-11-1999  08:00:00,  3.4929
6-11-1999  08:00:00,  3.5014
7-11-1999  08:00:00,  3.5201
8-11-1999  08:00:00,  3.5171
9-11-1999  08:00:00,  3.5186
10-11-1999  08:00:00,  3.5048
11-11-1999  08:00:00,  3.4884
12-11-1999  08:00:00,  3.4834
13-11-1999  08:00:00,  3.4808
14-11-1999  08:00:00,  3.5390
15-11-1999  08:00:00,  3.6306
16-11-1999  08:00:00,  3.6184
17-11-1999  08:00:00,  3.5734
18-11-1999  08:00:00,  3.5302
19-11-1999  08:00:00,  3.5083
20-11-1999  08:00:00,  3.4923
21-11-1999  08:00:00,  3.4646
22-11-1999  08:00:00,  3.4579
23-11-1999  08:00:00,  3.4449
24-11-1999  08:00:00,  3.4561
25-11-1999  08:00:00,  3.4496
26-11-1999  08:00:00,  3.4427
27-11-1999  08:00:00,  3.4418
28-11-1999  08:00:00,  3.4495
29-11-1999  08:00:00,  3.4487
